-3.660254037844384856e-01,-3.660254037844388186e-01
-1.272727272727272707e+00,0.000000000000000000e+00
-1.845919112825145647e-01,4.021147692999558210e-01
0.000000000000000000e+00,4.142135623730951455e-01
-1.181818181818181657e+00,0.000000000000000000e+00
-1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-4.142135623730951455e-01
-1.727272727272727293e+00,0.000000000000000000e+00
-9.324557940084607921e-01,-6.326205246874638810e-02
-7.071067811865482389e-01,-2.247448713915887186e-01
-1.363636363636363757e+00,0.000000000000000000e+00
-7.856949583871021270e-01,-1.758756024193588452e-01
-9.324557940084604590e-01,6.326205246874661015e-02
-1.845919112825145925e-01,-4.021147692999558210e-01
-1.636363636363636243e+00,0.000000000000000000e+00
-8.609186691537589198e-01,1.219710535938620666e-01
-1.454545454545454586e+00,0.000000000000000000e+00
-9.249399237890833236e-02,4.111856225790462283e-01
-6.254906641919442123e-01,-2.683695947982671637e-01
-1.545454545454545414e+00,0.000000000000000000e+00
-7.071067811865472397e-01,2.247448713915891627e-01
-1.818181818181818121e+00,0.000000000000000000e+00
-7.856949583871019049e-01,1.758756024193590672e-01
-1.909090909090909172e+00,0.000000000000000000e+00
-8.609186691537592528e-01,-1.219710535938618445e-01
-5.411961001461977894e-01,-3.065629648763763537e-01
-4.545840513136870653e-01,3.391614317516897792e-01
-9.249399237890931769e-02,-4.111856225790462283e-01
-3.660254037844384856e-01,3.660254037844388186e-01
-5.411961001461970122e-01,3.065629648763765758e-01
